Id,Name,Gender,Email,CompanyEmail,EmpPhone,FaxNumber,CitizenIdentification,RoleID,Role,DepID,Department,Location,University,Birthday,StartDay,OfficialDay,ContractStatus,ContractStartDay,ContractEndDay,BaseSalary,BankName,BankAccountNumber,GrossSalary,NetSalary,ProjectID,ProjectName,ProjectManager,ProjectStartDay,ProjectEndDay,ProjectStatus,Projectbudget,LinkCV,WorkingModel,Effort,WorkingTime,DateCreated,DateModified
324,Hoàng Cao Minh,Male,icokayne8z@nps.gov,icokayne8z@solutiondtk.com,+84 192-473-1418,53208-515,0781-2615,10,Designer,3,Marketing,Da Nang,Nelson Mandela Metropolitan University,1998-02-14,2021-09-24,2021-11-24,1 Year,2022-04-05,2022-09-06,18500020.19,HSBC,36987-3415,9178738.52,8824556.82,3,INDEN,Chastity Kenzie,2020-02-01,2022-08-01,Done,1255000000,https://vinaora.com/sit/amet/erat/nulla.jpg?ultrices=sit&aliquet=amet&maecenas=cursus&leo=id&odio=turpis&condimentum=integer&id=aliquet&luctus=massa&nec=id&molestie=lobortis&sed=convallis&justo=tortor&pellentesque=risus&viverra=dapibus&pede=augue&ac=vel&diam=accumsan&cras=tellus&pellentesque=nisi&volutpat=eu&dui=orci&maecenas=mauris&tristique=lacinia&est=sapien&et=quis&tempus=libero&semper=nullam&est=sit&quam=amet&pharetra=turpis&magna=elementum&ac=ligula&consequat=vehicula&metus=consequat&sapien=morbi&ut=a&nunc=ipsum&vestibulum=integer&ante=a&ipsum=nibh&primis=in&in=quis&faucibus=justo&orci=maecenas&luctus=rhoncus&et=aliquam&ultrices=lacus&posuere=morbi&cubilia=quis&curae=tortor&mauris=id&viverra=nulla&diam=ultrices&vitae=aliquet&quam=maecenas&suspendisse=leo&potenti=odio&nullam=condimentum&porttitor=id&lacus=luctus&at=nec&turpis=molestie&donec=sed&posuere=justo&metus=pellentesque&vitae=viverra&ipsum=pede&aliquam=ac&non=diam&mauris=cras&morbi=pellentesque&non=volutpat&lectus=dui&aliquam=maecenas&sit=tristique&amet=est&diam=et&in=tempus,Full time,80,Hybrid,2022-07-31,2021-10-27
326,Trương Anh Nhi,Male,bgirtin91@examiner.com,bgirtin91@solutiondtk.com,+84 913-498-3806,69255-030,54868-5792,9,Sales,1,Marketing,Hanoi,Faculté Universitaire des Sciences Agronomiques de Gembloux,1999-10-30,2022-06-14,2022-08-14,Probation,2021-11-15,2021-12-26,19588453.3,HSBC,59762-0252,25665246.82,9333792.11,4,MKT,Findlay Strete,2020-05-01,2022-09-01,Done,1453500000,https://yellowpages.com/vel/sem/sed/sagittis/nam.jsp?arcu=velit&adipiscing=vivamus&molestie=vel&hendrerit=nulla,Part time,80,Hybrid,2022-08-09,2021-08-12
327,Bùi Nguyên Đức,Male,dclimar92@people.com.cn,dclimar92@solutiondtk.com,+84 579-771-9346,36987-1104,68382-122,4,HR,2,Marketing,Ho Chi Minh,Georgia School of Professional Psychology,1996-06-17,2022-03-10,2022-05-10,1 Year,2021-10-17,2022-01-19,24316268.96,HSBC,0703-5747,11529754.9,8946115.54,4,MKT,Findlay Strete,2020-05-01,2022-09-01,Done,1453500000,http://mlb.com/montes/nascetur/ridiculus/mus.aspx?nulla=lorem&dapibus=ipsum&dolor=dolor&vel=sit&est=amet&donec=consectetuer&odio=adipiscing&justo=elit&sollicitudin=proin&ut=interdum&suscipit=mauris&a=non&feugiat=ligula&et=pellentesque&eros=ultrices&vestibulum=phasellus&ac=id&est=sapien&lacinia=in&nisi=sapien&venenatis=iaculis&tristique=congue&fusce=vivamus&congue=metus,Full time,100,Online,2022-07-24,2022-09-15
328,Trần Quang Nhật,Female,ecawker93@japanpost.jp,ecawker93@solutiondtk.com,+84 718-810-4814,0002-7140,33992-0129,10,Designer,7,Sales,Hanoi,University of Trento,1996-08-26,2020-09-19,2020-11-19,1 Year,2021-05-19,2022-01-21,10476224.16,HSBC,51991-457,20692608.47,8221054.61,2,EMBI,Lorrie Neligan,2020-04-01,2022-10-01,Done,1210000000,http://pcworld.com/dapibus/augue/vel/accumsan.html?ligula=ante&sit=vivamus&amet=tortor&eleifend=duis&pede=mattis&libero=egestas&quis=metus&orci=aenean&nullam=fermentum&molestie=donec&nibh=ut&in=mauris&lectus=eget&pellentesque=massa&at=tempor&nulla=convallis&suspendisse=nulla&potenti=neque&cras=libero&in=convallis&purus=eget&eu=eleifend&magna=luctus&vulputate=ultricies&luctus=eu&cum=nibh&sociis=quisque&natoque=id&penatibus=justo&et=sit&magnis=amet&dis=sapien&parturient=dignissim&montes=vestibulum&nascetur=vestibulum&ridiculus=ante&mus=ipsum&vivamus=primis&vestibulum=in&sagittis=faucibus&sapien=orci&cum=luctus&sociis=et&natoque=ultrices&penatibus=posuere&et=cubilia&magnis=curae&dis=nulla&parturient=dapibus&montes=dolor&nascetur=vel&ridiculus=est&mus=donec&etiam=odio&vel=justo&augue=sollicitudin&vestibulum=ut&rutrum=suscipit&rutrum=a&neque=feugiat&aenean=et&auctor=eros&gravida=vestibulum&sem=ac&praesent=est&id=lacinia&massa=nisi,Part time,80,Hybrid,2021-12-24,2022-02-26
329,Nguyễn Vương Triều An,Male,astratten94@va.gov,astratten94@solutiondtk.com,+84 922-936-2360,58118-8344,53405-0002,10,Designer,12,Management,Da Nang,University of Southern Mindanao,1996-07-19,2021-05-22,2021-07-22,Probation,2021-10-26,2022-10-19,11701033.29,HSBC,43353-149,22597397.88,7089039.06,1,SISS,Lezley McCrisken,2020-02-01,2022-11-01,In Progress,1525000000,https://fda.gov/nec/sem/duis/aliquam.js?luctus=mauris&et=eget&ultrices=massa&posuere=tempor&cubilia=convallis&curae=nulla&donec=neque&pharetra=libero&magna=convallis&vestibulum=eget&aliquet=eleifend&ultrices=luctus&erat=ultricies&tortor=eu&sollicitudin=nibh&mi=quisque&sit=id&amet=justo&lobortis=sit&sapien=amet,Full time,100,Hybrid,2021-03-12,2022-03-10
330,Nguyễn Thanh Thiện,Male,agemeau95@indiegogo.com,agemeau95@solutiondtk.com,+84 918-395-7781,47593-392,68788-9205,9,Sales,7,Sales,Hanoi,Auburn University,1996-08-11,2021-08-12,2021-10-12,Infinity,2020-10-07,9999-01-01,18032102.59,HSBC,0378-6103,19453794.3,16159829.91,4,MKT,Findlay Strete,2020-05-01,2022-09-01,Done,1453500000,https://stanford.edu/porta/volutpat.png?maecenas=aliquam&leo=sit&odio=amet&condimentum=diam&id=in&luctus=magna&nec=bibendum&molestie=imperdiet&sed=nullam&justo=orci&pellentesque=pede&viverra=venenatis&pede=non&ac=sodales&diam=sed&cras=tincidunt&pellentesque=eu&volutpat=felis&dui=fusce&maecenas=posuere&tristique=felis&est=sed&et=lacus&tempus=morbi&semper=sem&est=mauris&quam=laoreet&pharetra=ut&magna=rhoncus&ac=aliquet&consequat=pulvinar&metus=sed&sapien=nisl&ut=nunc&nunc=rhoncus&vestibulum=dui&ante=vel&ipsum=sem&primis=sed&in=sagittis&faucibus=nam&orci=congue&luctus=risus&et=semper&ultrices=porta&posuere=volutpat&cubilia=quam&curae=pede&mauris=lobortis&viverra=ligula&diam=sit&vitae=amet&quam=eleifend&suspendisse=pede&potenti=libero&nullam=quis,Full time,100,Online,2022-02-01,2021-11-14
331,Huỳnh Nhật Anh,Male,pwallbutton96@columbia.edu,pwallbutton96@solutiondtk.com,+84 667-428-4693,65044-0719,0722-6920,1,Admin,3,Marketing,Da Nang,Ama International University,1998-01-02,2022-07-24,2022-09-24,Infinity,2021-05-18,9999-01-01,21015684.81,HSBC,21695-457,25691102.02,16459937.78,2,EMBI,Lorrie Neligan,2020-04-01,2022-10-01,Done,1210000000,https://booking.com/ultrices/mattis/odio/donec.jpg?consequat=libero&dui=nullam&nec=sit&nisi=amet&volutpat=turpis&eleifend=elementum&donec=ligula&ut=vehicula&dolor=consequat&morbi=morbi&vel=a&lectus=ipsum&in=integer&quam=a&fringilla=nibh&rhoncus=in&mauris=quis&enim=justo&leo=maecenas&rhoncus=rhoncus&sed=aliquam&vestibulum=lacus&sit=morbi&amet=quis&cursus=tortor&id=id&turpis=nulla&integer=ultrices&aliquet=aliquet&massa=maecenas&id=leo&lobortis=odio&convallis=condimentum&tortor=id&risus=luctus&dapibus=nec&augue=molestie&vel=sed&accumsan=justo&tellus=pellentesque&nisi=viverra&eu=pede&orci=ac&mauris=diam&lacinia=cras&sapien=pellentesque&quis=volutpat&libero=dui&nullam=maecenas&sit=tristique&amet=est&turpis=et&elementum=tempus&ligula=semper&vehicula=est&consequat=quam&morbi=pharetra&a=magna&ipsum=ac&integer=consequat&a=metus&nibh=sapien&in=ut&quis=nunc&justo=vestibulum&maecenas=ante&rhoncus=ipsum&aliquam=primis&lacus=in&morbi=faucibus&quis=orci&tortor=luctus&id=et&nulla=ultrices&ultrices=posuere&aliquet=cubilia&maecenas=curae&leo=mauris&odio=viverra&condimentum=diam&id=vitae&luctus=quam&nec=suspendisse&molestie=potenti&sed=nullam&justo=porttitor&pellentesque=lacus&viverra=at&pede=turpis&ac=donec&diam=posuere&cras=metus&pellentesque=vitae,Full time,80,Offline,2022-03-25,2022-08-04
333,Trần Nguyễn An Khang,Bigender,ccusworth98@ihg.com,ccusworth98@solutiondtk.com,+84 383-993-9143,54868-6041,70253-106,1,Admin,1,Marketing,Hanoi,Smolny University,2000-07-18,2020-09-21,2020-11-21,1 Year,2020-09-01,2021-10-24,9850468.87,HSBC,0591-2315,21690197.87,8626313.77,1,SISS,Lezley McCrisken,2020-02-01,2022-11-01,In Progress,1525000000,http://economist.com/id/nisl/venenatis/lacinia.aspx?ut=maecenas&odio=ut&cras=massa&mi=quis&pede=augue&malesuada=luctus,Part time,100,Online,2021-10-11,2022-01-10
335,Võ Đức Hòa,Female,plochran9a@squarespace.com,plochran9a@solutiondtk.com,+84 280-817-2885,0220-9343,53208-445,8,Software Engineer,3,Marketing,Da Nang,Universidad Anáhuac,1996-01-16,2022-05-02,2022-07-02,Probation,2020-10-06,2022-11-24,20660274.58,HSBC,43063-110,18946010.35,18608643.34,5,OTLS,Alasdair Gocke,2020-03-01,2022-09-05,Done,1153500000,https://telegraph.co.uk/dapibus.xml?interdum=ut&mauris=ultrices&ullamcorper=vel&purus=augue&sit=vestibulum&amet=ante&nulla=ipsum&quisque=primis&arcu=in&libero=faucibus&rutrum=orci&ac=luctus&lobortis=et&vel=ultrices&dapibus=posuere&at=cubilia&diam=curae&nam=donec&tristique=pharetra&tortor=magna&eu=vestibulum&pede=aliquet,Full time,80,Hybrid,2022-01-29,2022-05-25
336,Ôn Vĩ Luân,Female,rwimlet9b@i2i.jp,rwimlet9b@solutiondtk.com,+84 923-829-1799,52380-1730,0268-0628,10,Designer,12,Management,Da Nang,Universiti Darul Iman,2000-01-28,2021-01-29,2021-03-29,Probation,2021-03-09,2022-09-17,17113794.6,HSBC,36987-1101,14111248.19,13233345.63,5,OTLS,Alasdair Gocke,2020-03-01,2022-09-05,Done,1153500000,https://sciencedirect.com/vel/ipsum.xml?leo=donec&maecenas=ut&pulvinar=mauris&lobortis=eget&est=massa&phasellus=tempor&sit=convallis&amet=nulla&erat=neque&nulla=libero&tempus=convallis&vivamus=eget&in=eleifend&felis=luctus&eu=ultricies&sapien=eu&cursus=nibh&vestibulum=quisque&proin=id&eu=justo&mi=sit&nulla=amet&ac=sapien&enim=dignissim&in=vestibulum&tempor=vestibulum&turpis=ante&nec=ipsum&euismod=primis&scelerisque=in&quam=faucibus&turpis=orci&adipiscing=luctus&lorem=et&vitae=ultrices&mattis=posuere&nibh=cubilia&ligula=curae&nec=nulla&sem=dapibus&duis=dolor&aliquam=vel&convallis=est&nunc=donec,Full time,80,Hybrid,2022-05-08,2022-03-07
339,Nguyễn Ngọc Thiện,Female,acannell9e@hostgator.com,acannell9e@solutiondtk.com,+84 792-933-1508,0299-3848,50436-9802,7,Content Marketing,8,Sales,Ho Chi Minh,Seberang Perai Polytechnic,1996-10-08,2020-10-01,2020-12-01,Probation,2021-10-14,2021-12-20,12587998.01,HSBC,0496-0883,21094935.09,9180537.64,5,OTLS,Alasdair Gocke,2020-03-01,2022-09-05,Done,1153500000,http://about.me/volutpat/erat/quisque.jpg?in=vestibulum&faucibus=vestibulum&orci=ante&luctus=ipsum&et=primis&ultrices=in&posuere=faucibus&cubilia=orci&curae=luctus&mauris=et&viverra=ultrices&diam=posuere&vitae=cubilia&quam=curae&suspendisse=nulla&potenti=dapibus&nullam=dolor&porttitor=vel&lacus=est&at=donec&turpis=odio&donec=justo&posuere=sollicitudin&metus=ut&vitae=suscipit&ipsum=a&aliquam=feugiat&non=et&mauris=eros&morbi=vestibulum&non=ac&lectus=est&aliquam=lacinia&sit=nisi&amet=venenatis&diam=tristique&in=fusce&magna=congue&bibendum=diam&imperdiet=id&nullam=ornare&orci=imperdiet&pede=sapien&venenatis=urna&non=pretium&sodales=nisl&sed=ut&tincidunt=volutpat&eu=sapien&felis=arcu&fusce=sed&posuere=augue&felis=aliquam&sed=erat&lacus=volutpat&morbi=in&sem=congue&mauris=etiam&laoreet=justo&ut=etiam&rhoncus=pretium&aliquet=iaculis&pulvinar=justo&sed=in&nisl=hac&nunc=habitasse&rhoncus=platea&dui=dictumst&vel=etiam&sem=faucibus&sed=cursus&sagittis=urna&nam=ut&congue=tellus&risus=nulla&semper=ut&porta=erat&volutpat=id&quam=mauris&pede=vulputate&lobortis=elementum&ligula=nullam&sit=varius&amet=nulla&eleifend=facilisi&pede=cras&libero=non,Part time,100,Offline,2022-07-19,2022-04-30
342,Nguyễn Anh Tú,Female,nrabidge9h@ask.com,nrabidge9h@solutiondtk.com,+84 895-329-0358,36987-1640,43063-482,6,Digital Marketing,12,Management,Da Nang,Baitulmal Management Institute (IPB),2000-07-16,2021-04-27,2021-06-27,1 Year,2020-02-18,2022-02-12,24437357.07,HSBC,60512-2012,27612814.63,19409102.98,4,MKT,Findlay Strete,2020-05-01,2022-09-01,Done,1453500000,http://omniture.com/nisl/nunc/nisl/duis/bibendum/felis/sed.xml?semper=morbi&sapien=ut&a=odio&libero=cras&nam=mi&dui=pede&proin=malesuada&leo=in&odio=imperdiet&porttitor=et&id=commodo&consequat=vulputate&in=justo&consequat=in&ut=blandit&nulla=ultrices&sed=enim&accumsan=lorem&felis=ipsum&ut=dolor&at=sit&dolor=amet&quis=consectetuer&odio=adipiscing&consequat=elit&varius=proin&integer=interdum&ac=mauris&leo=non&pellentesque=ligula&ultrices=pellentesque&mattis=ultrices&odio=phasellus,Full time,80,Offline,2022-07-09,2022-02-10
349,Đinh Ngọc Phương Anh,Female,kgiacovazzo9o@geocities.jp,kgiacovazzo9o@solutiondtk.com,+84 726-358-6292,36987-2056,36987-2057,7,Content Marketing,6,Technology,Da Nang,"Universidad Distral ""Francisco José de Caldas""",1995-08-10,2020-10-25,2020-12-25,Probation,2022-04-19,2022-08-22,13866888.11,HSBC,58232-0809,21040425.96,8673318.92,3,INDEN,Chastity Kenzie,2020-02-01,2022-08-01,Done,1255000000,https://live.com/nulla/tellus/in/sagittis/dui/vel.png?est=aenean&donec=auctor&odio=gravida&justo=sem&sollicitudin=praesent&ut=id&suscipit=massa&a=id&feugiat=nisl&et=venenatis&eros=lacinia&vestibulum=aenean&ac=sit&est=amet&lacinia=justo&nisi=morbi&venenatis=ut&tristique=odio&fusce=cras&congue=mi&diam=pede&id=malesuada&ornare=in&imperdiet=imperdiet&sapien=et&urna=commodo&pretium=vulputate&nisl=justo&ut=in&volutpat=blandit&sapien=ultrices&arcu=enim&sed=lorem&augue=ipsum&aliquam=dolor&erat=sit&volutpat=amet&in=consectetuer&congue=adipiscing&etiam=elit&justo=proin&etiam=interdum&pretium=mauris&iaculis=non&justo=ligula&in=pellentesque&hac=ultrices&habitasse=phasellus&platea=id&dictumst=sapien&etiam=in&faucibus=sapien&cursus=iaculis&urna=congue&ut=vivamus&tellus=metus&nulla=arcu&ut=adipiscing&erat=molestie&id=hendrerit&mauris=at&vulputate=vulputate&elementum=vitae&nullam=nisl&varius=aenean&nulla=lectus&facilisi=pellentesque&cras=eget&non=nunc&velit=donec&nec=quis&nisi=orci&vulputate=eget&nonummy=orci&maecenas=vehicula&tincidunt=condimentum&lacus=curabitur&at=in&velit=libero&vivamus=ut&vel=massa&nulla=volutpat&eget=convallis,Full time,80,Offline,2022-08-27,2021-10-16
350,Dương Hoàng Khánh Bình,Female,emaunsell9p@naver.com,emaunsell9p@solutiondtk.com,+84 706-363-7428,53499-7172,0067-2077,5,Data Engineer,8,Sales,Ho Chi Minh,Shirayuri Women's College,1996-12-14,2020-11-30,2021-01-30,1 Year,2021-06-12,2022-07-30,20450721.52,HSBC,60429-555,19691683.24,10180660.36,4,MKT,Findlay Strete,2020-05-01,2022-09-01,Done,1453500000,http://state.gov/dignissim.xml?blandit=montes&mi=nascetur&in=ridiculus&porttitor=mus&pede=etiam&justo=vel&eu=augue&massa=vestibulum&donec=rutrum&dapibus=rutrum&duis=neque&at=aenean&velit=auctor&eu=gravida&est=sem,Part time,100,Online,2022-07-16,2022-10-08
351,Trần Thị Ngọc Mai,Male,sshrive9q@unblog.fr,sshrive9q@solutiondtk.com,+84 119-617-2651,68151-2486,63824-600,4,HR,1,Marketing,Hanoi,Tay Nguyen University,1998-06-30,2022-03-05,2022-05-05,Probation,2020-08-16,2021-11-18,16310551.25,HSBC,49035-114,24420711.41,14465451.87,1,SISS,Lezley McCrisken,2020-02-01,2022-11-01,In Progress,1525000000,http://lycos.com/et/tempus/semper/est/quam/pharetra.png?vestibulum=consequat,Part time,100,Hybrid,2022-04-02,2021-11-24
352,Nguyễn Quốc Đại,Female,rgrundey9r@angelfire.com,rgrundey9r@solutiondtk.com,+84 641-711-6155,0113-0588,51141-3771,8,Software Engineer,3,Marketing,Da Nang,Azerbaijan University,1997-08-07,2020-09-30,2020-11-30,1 Year,2020-06-22,2022-12-18,21678002.31,HSBC,58232-0056,21983504.24,17212141.28,3,INDEN,Chastity Kenzie,2020-02-01,2022-08-01,Done,1255000000,https://prweb.com/magna/bibendum/imperdiet/nullam/orci/pede.aspx?non=amet&lectus=erat&aliquam=nulla&sit=tempus&amet=vivamus&diam=in&in=felis&magna=eu&bibendum=sapien&imperdiet=cursus&nullam=vestibulum&orci=proin&pede=eu&venenatis=mi,Part time,100,Offline,2022-09-17,2022-02-28
356,Nguyễn Thị Minh Trang,Male,nslarke9v@usda.gov,nslarke9v@solutiondtk.com,+84 148-747-3398,21130-831,42893-011,5,Data Engineer,10,Management,Hanoi,Instituto Superior D. Afonso III - INUAF,1996-08-24,2020-03-04,2020-05-04,Probation,2021-12-22,2023-03-27,17795396.92,HSBC,0268-0838,18819863.24,14220857,1,SISS,Lezley McCrisken,2020-02-01,2022-11-01,In Progress,1525000000,https://blinklist.com/eu/felis/fusce/posuere/felis/sed.json?nec=lectus&condimentum=in&neque=quam&sapien=fringilla&placerat=rhoncus&ante=mauris&nulla=enim&justo=leo&aliquam=rhoncus&quis=sed&turpis=vestibulum&eget=sit&elit=amet&sodales=cursus&scelerisque=id&mauris=turpis&sit=integer&amet=aliquet&eros=massa&suspendisse=id&accumsan=lobortis&tortor=convallis,Part time,100,Online,2022-04-14,2022-03-24
358,Đoàn Văn Hồ,Female,dwalters9x@hibu.com,dwalters9x@solutiondtk.com,+84 521-505-6711,0904-6316,49349-301,6,Digital Marketing,8,Sales,Ho Chi Minh,Kabul Medical University,1999-04-24,2020-05-08,2020-07-08,Probation,2021-01-18,2022-09-08,21846864.6,HSBC,60505-2542,27977602.24,9656194.12,3,INDEN,Chastity Kenzie,2020-02-01,2022-08-01,Done,1255000000,http://mashable.com/pede/posuere/nonummy/integer/non.aspx?in=quis&imperdiet=justo&et=maecenas&commodo=rhoncus&vulputate=aliquam&justo=lacus&in=morbi&blandit=quis&ultrices=tortor&enim=id&lorem=nulla&ipsum=ultrices&dolor=aliquet&sit=maecenas&amet=leo&consectetuer=odio&adipiscing=condimentum&elit=id&proin=luctus&interdum=nec&mauris=molestie&non=sed&ligula=justo&pellentesque=pellentesque&ultrices=viverra&phasellus=pede&id=ac&sapien=diam&in=cras&sapien=pellentesque&iaculis=volutpat&congue=dui&vivamus=maecenas&metus=tristique&arcu=est&adipiscing=et&molestie=tempus&hendrerit=semper&at=est&vulputate=quam&vitae=pharetra&nisl=magna&aenean=ac&lectus=consequat&pellentesque=metus&eget=sapien&nunc=ut&donec=nunc&quis=vestibulum&orci=ante&eget=ipsum&orci=primis&vehicula=in&condimentum=faucibus&curabitur=orci&in=luctus&libero=et&ut=ultrices&massa=posuere&volutpat=cubilia&convallis=curae&morbi=mauris&odio=viverra&odio=diam&elementum=vitae&eu=quam&interdum=suspendisse&eu=potenti&tincidunt=nullam&in=porttitor,Part time,80,Offline,2022-06-09,2022-07-21
360,Bùi Hữu Nhơn,Female,alauret9z@goo.ne.jp,alauret9z@solutiondtk.com,+84 519-105-7881,43063-485,52915-010,4,HR,7,Sales,Hanoi,Khurasan University,1997-12-16,2020-05-07,2020-07-07,Infinity,2021-04-23,9999-01-01,24726720.02,HSBC,68462-536,24035865.62,7176798.06,3,INDEN,Chastity Kenzie,2020-02-01,2022-08-01,Done,1255000000,https://posterous.com/odio/in/hac/habitasse/platea/dictumst.json?ultrices=nullam&posuere=molestie&cubilia=nibh&curae=in&mauris=lectus&viverra=pellentesque&diam=at&vitae=nulla&quam=suspendisse&suspendisse=potenti&potenti=cras&nullam=in&porttitor=purus,Part time,0,Offline,2022-07-21,2022-03-29
366,Văng Thị Ngọc Thuý,Male,lmcwilliama5@scribd.com,lmcwilliama5@solutiondtk.com,+84 679-700-1066,65044-5104,0378-0872,6,Digital Marketing,11,Management,Ho Chi Minh,Bharathidasan University,1996-09-06,2020-11-11,2021-01-11,Probation,2020-05-06,2022-04-19,16065903.82,HSBC,53808-0162,9347644.21,9207372.97,3,INDEN,Chastity Kenzie,2020-02-01,2022-08-01,Done,1255000000,http://cnbc.com/risus/semper/porta/volutpat/quam/pede.png?at=nisi&turpis=volutpat&a=eleifend&pede=donec&posuere=ut&nonummy=dolor&integer=morbi&non=vel&velit=lectus&donec=in&diam=quam&neque=fringilla,Full time,80,Online,2022-02-03,2022-02-10
368,Lưu Quang Thắng,Male,ngaudena7@mtv.com,ngaudena7@solutiondtk.com,+84 878-422-6775,60793-859,50458-197,3,Accountant,1,Marketing,Hanoi,Universidad Autónoma Metropolitana - Iztapalapa,2000-05-11,2021-01-29,2021-03-29,Probation,2022-02-12,2023-04-22,17788401.18,HSBC,66336-819,25430449.57,16916904.2,1,SISS,Lezley McCrisken,2020-02-01,2022-11-01,In Progress,1525000000,http://mashable.com/lorem/vitae/mattis/nibh.jsp?euismod=molestie&scelerisque=hendrerit&quam=at&turpis=vulputate&adipiscing=vitae&lorem=nisl&vitae=aenean&mattis=lectus&nibh=pellentesque&ligula=eget&nec=nunc&sem=donec&duis=quis&aliquam=orci&convallis=eget&nunc=orci&proin=vehicula&at=condimentum&turpis=curabitur&a=in&pede=libero&posuere=ut&nonummy=massa&integer=volutpat&non=convallis&velit=morbi&donec=odio&diam=odio&neque=elementum&vestibulum=eu&eget=interdum&vulputate=eu&ut=tincidunt&ultrices=in&vel=leo&augue=maecenas&vestibulum=pulvinar&ante=lobortis&ipsum=est&primis=phasellus&in=sit&faucibus=amet&orci=erat&luctus=nulla&et=tempus&ultrices=vivamus&posuere=in&cubilia=felis&curae=eu&donec=sapien&pharetra=cursus&magna=vestibulum&vestibulum=proin&aliquet=eu&ultrices=mi&erat=nulla&tortor=ac&sollicitudin=enim&mi=in&sit=tempor,Full time,100,Offline,2022-03-29,2022-02-18
369,Lê Thị Thanh Nguyệt,Male,gclaussena8@japanpost.jp,gclaussena8@solutiondtk.com,+84 185-224-7403,46581-890,58668-2191,10,Designer,7,Sales,Hanoi,Detroit College of Business,1998-06-02,2020-11-20,2021-01-20,Infinity,2021-07-26,9999-01-01,15278426.86,HSBC,66915-602,24023238.37,7017227.14,5,OTLS,Alasdair Gocke,2020-03-01,2022-09-05,Done,1153500000,https://indiegogo.com/in.jpg?odio=a&curabitur=nibh&convallis=in&duis=quis&consequat=justo&dui=maecenas&nec=rhoncus&nisi=aliquam&volutpat=lacus&eleifend=morbi&donec=quis&ut=tortor&dolor=id&morbi=nulla&vel=ultrices&lectus=aliquet&in=maecenas&quam=leo&fringilla=odio&rhoncus=condimentum&mauris=id&enim=luctus&leo=nec&rhoncus=molestie&sed=sed&vestibulum=justo&sit=pellentesque&amet=viverra&cursus=pede&id=ac&turpis=diam&integer=cras&aliquet=pellentesque&massa=volutpat&id=dui&lobortis=maecenas&convallis=tristique&tortor=est&risus=et&dapibus=tempus&augue=semper&vel=est&accumsan=quam&tellus=pharetra&nisi=magna&eu=ac&orci=consequat&mauris=metus&lacinia=sapien&sapien=ut&quis=nunc&libero=vestibulum&nullam=ante&sit=ipsum&amet=primis&turpis=in&elementum=faucibus&ligula=orci&vehicula=luctus&consequat=et&morbi=ultrices&a=posuere&ipsum=cubilia&integer=curae&a=mauris&nibh=viverra&in=diam&quis=vitae&justo=quam&maecenas=suspendisse,Full time,80,Hybrid,2022-03-28,2022-04-19
370,Ngô Thái Thuỷ Tiên,Male,rbonaviaa9@vk.com,rbonaviaa9@solutiondtk.com,+84 617-846-9588,23155-010,63736-027,7,Content Marketing,2,Marketing,Ho Chi Minh,Sophia University,1995-08-29,2020-05-08,2020-07-08,Probation,2020-09-19,2022-09-22,16882227.63,HSBC,0548-5631,10778954.33,9979613.94,5,OTLS,Alasdair Gocke,2020-03-01,2022-09-05,Done,1153500000,https://npr.org/id.jsp?vestibulum=sit&sed=amet&magna=sapien&at=dignissim&nunc=vestibulum&commodo=vestibulum&placerat=ante&praesent=ipsum&blandit=primis&nam=in&nulla=faucibus&integer=orci&pede=luctus&justo=et&lacinia=ultrices&eget=posuere&tincidunt=cubilia&eget=curae&tempus=nulla&vel=dapibus&pede=dolor,Full time,100,Online,2022-06-12,2022-07-26
